ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
CPRT,122,2026-08-26,beta_hedged,0.49505109055332036,0.36649214659685864,2,0.0,32.66999816894531,342925001.0,close_vs_sma50(+0.004) | vol_21d(-0.004) | close_vs_sma200(-0.003)
TPR,123,2026-08-26,beta_hedged,0.4948989033129904,0.3612565445026178,2,0.0,130.25,456304758.0,mkt_dispersion(-0.007) | close_vs_sma200(-0.005) | vol_63d(+0.004)
MAS,124,2026-08-26,beta_hedged,0.4948028799839696,0.35602094240837695,2,0.0,73.5999984741211,188830277.0,vol_21d(-0.006) | vol_63d_rank(+0.003) | vol_63d(-0.002)
UNP,125,2026-08-26,beta_hedged,0.4944195354946174,0.3507853403141361,2,0.0,310.6199951171875,754584479.0,vol_63d_rank(-0.010) | close_vs_sma200(+0.008) | vol_63d(-0.007)
LLY,126,2026-08-26,beta_hedged,0.4944080980148493,0.34554973821989526,2,0.0,1189.4100341796875,3407999916.0,vol_63d(-0.005) | vol_63d_rank(+0.004) | vol_21d(-0.004)
ROK,127,2026-08-26,beta_hedged,0.49438357337944483,0.3403141361256545,2,0.0,431.75,412877916.0,vol_21d(-0.004) | vol_63d(-0.004) | vol_63d_rank(+0.003)
EBAY,128,2026-08-26,beta_hedged,0.49431465964441884,0.33507853403141363,2,0.0,104.19999694824219,492997845.0,vol_63d(-0.004) | vol_21d(-0.004) | ret_21d_rank(+0.003)
AOS,129,2026-08-26,beta_hedged,0.49424036251215897,0.3298429319371728,2,0.0,62.47999954223633,96286377.0,vol_63d(-0.005) | close_vs_sma200(-0.003) | vol_21d(-0.003)
LIN,130,2026-08-26,beta_hedged,0.4941913692337572,0.32460732984293195,2,0.0,490.3299865722656,1101849265.0,ret_21d_rank(+0.005) | mkt_dispersion(-0.003) | vol_63d_rank(-0.003)
DECK,131,2026-08-26,beta_hedged,0.4941601734190411,0.3193717277486911,2,0.0,89.47000122070312,213857642.0,vol_21d(-0.005) | vol_63d(-0.004) | close_vs_sma200(-0.003)
WELL,132,2026-08-26,beta_hedged,0.49414130506215015,0.31413612565445026,2,0.0,241.55999755859375,699988512.0,vol_63d(-0.006) | vol_63d_rank(-0.002) | mkt_dispersion(-0.001)
CSX,133,2026-08-26,beta_hedged,0.49412179300594455,0.3089005235602094,2,0.0,51.7599983215332,530003892.0,vol_63d_rank(-0.007) | close_vs_sma200(+0.006) | mkt_dispersion(-0.002)
ABBV,134,2026-08-26,beta_hedged,0.493990172829315,0.3036649214659686,2,0.0,262.8999938964844,1312049949.0,vol_63d(-0.006) | vol_63d_rank(-0.002) | ret_63d(+0.002)
